Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
267497,Wired Headphones,1,11.99,11/06/21 07:34,"698 Washington St, Boston, MA 02215"
267498,20in Monitor,1,109.99,11/29/21 20:47,"298 Ridge St, Seattle, WA 98101"
267499,AA Batteries (4-pack),1,3.84,11/24/21 21:04,"20 Jefferson St, New York City, NY 10001"
267500,AAA Batteries (4-pack),2,2.99,11/12/21 09:24,"297 Lake St, San Francisco, CA 94016"
267501,Apple Airpods Headphones,1,150.0,11/10/21 13:14,"750 9th St, Los Angeles, CA 90001"
267502,AAA Batteries (4-pack),3,2.99,11/03/21 20:57,"623 Jackson St, Austin, TX 73301"
267503,Wired Headphones,1,11.99,11/27/21 11:02,"742 Pine St, Boston, MA 02215"
267504,Apple Airpods Headphones,1,150.0,11/07/21 20:56,"637 Maple St, Seattle, WA 98101"
267505,ThinkPad Laptop,1,999.99,11/07/21 20:23,"588 7th St, Portland, OR 97035"
267506,27in 4K Gaming Monitor,1,389.99,11/29/21 11:57,"927 Ridge St, New York City, NY 10001"
267507,Macbook Pro Laptop,1,1700.0,11/19/21 15:18,"291 9th St, San Francisco, CA 94016"
267508,USB-C Charging Cable,1,11.95,11/17/21 05:46,"338 Forest St, Portland, OR 97035"
267509,Wired Headphones,1,11.99,11/22/21 19:19,"542 Lake St, San Francisco, CA 94016"
267510,27in FHD Monitor,1,149.99,11/08/21 10:00,"981 Main St, San Francisco, CA 94016"
267511,AA Batteries (4-pack),1,3.84,11/12/21 21:11,"277 1st St, San Francisco, CA 94016"
267512,Apple Airpods Headphones,1,150.0,11/18/21 10:26,"277 1st St, New York City, NY 10001"
267513,LG Washing Machine,1,600.0,11/15/21 11:43,"30 Johnson St, Seattle, WA 98101"
267514,Bose SoundSport Headphones,1,99.99,11/02/21 00:50,"526 Lake St, San Francisco, CA 94016"
267515,Apple Airpods Headphones,1,150.0,11/04/21 16:28,"354 River St, New York City, NY 10001"
267516,AAA Batteries (4-pack),1,2.99,11/20/21 18:12,"420 Wilson St, Boston, MA 02215"
267517,34in Ultrawide Monitor,1,379.99,11/06/21 21:01,"852 Hill St, San Francisco, CA 94016"
267518,Apple Airpods Headphones,1,150.0,11/13/21 02:15,"248 Hill St, San Francisco, CA 94016"
267519,USB-C Charging Cable,1,11.95,11/18/21 15:40,"413 Park St, Austin, TX 73301"
267520,Apple Airpods Headphones,1,150.0,11/27/21 10:14,"97 Elm St, Boston, MA 02215"
267521,Lightning Charging Cable,1,14.95,11/19/21 17:04,"778 Cherry St, Los Angeles, CA 90001"
267522,Flatscreen TV,1,300.0,11/23/21 10:22,"563 Willow St, New York City, NY 10001"
267523,27in FHD Monitor,1,149.99,11/06/21 13:26,"796 Maple St, Los Angeles, CA 90001"
267524,Lightning Charging Cable,1,14.95,11/28/21 10:26,"78 Maple St, Dallas, TX 75001"
267525,USB-C Charging Cable,1,11.95,11/27/21 20:39,"407 Jackson St, Portland, OR 97035"
267526,Lightning Charging Cable,1,14.95,11/20/21 20:07,"936 Pine St, Boston, MA 02215"
267527,AA Batteries (4-pack),1,3.84,11/14/21 14:12,"645 Main St, San Francisco, CA 94016"
267528,Apple Airpods Headphones,1,150.0,11/08/21 19:41,"644 7th St, Los Angeles, CA 90001"
267529,Lightning Charging Cable,1,14.95,11/04/21 21:18,"245 Jackson St, San Francisco, CA 94016"
267530,Flatscreen TV,1,300.0,11/10/21 17:37,"262 11th St, Boston, MA 02215"
267531,USB-C Charging Cable,1,11.95,11/11/21 05:19,"950 Jefferson St, New York City, NY 10001"
267532,iPhone,1,700.0,11/02/21 12:39,"409 Highland St, Dallas, TX 75001"
267533,Wired Headphones,1,11.99,11/03/21 12:50,"284 7th St, Seattle, WA 98101"
267534,ThinkPad Laptop,1,999.99,11/03/21 20:22,"559 Forest St, Boston, MA 02215"
267535,AAA Batteries (4-pack),3,2.99,11/05/21 18:43,"638 Chestnut St, Seattle, WA 98101"
267536,Lightning Charging Cable,1,14.95,11/28/21 12:45,"42 Park St, Austin, TX 73301"
267537,AAA Batteries (4-pack),1,2.99,11/18/21 06:57,"884 5th St, Portland, ME 04101"
267538,Apple Airpods Headphones,1,150.0,11/17/21 14:21,"908 Washington St, Seattle, WA 98101"
267539,Flatscreen TV,1,300.0,11/24/21 20:08,"305 Sunset St, Boston, MA 02215"
267540,AAA Batteries (4-pack),1,2.99,11/02/21 09:12,"374 1st St, San Francisco, CA 94016"
267541,AA Batteries (4-pack),1,3.84,11/06/21 18:09,"890 5th St, Portland, OR 97035"
267542,iPhone,1,700.0,11/28/21 06:47,"634 Washington St, Los Angeles, CA 90001"
267543,AAA Batteries (4-pack),1,2.99,11/06/21 20:05,"140 6th St, San Francisco, CA 94016"
267544,27in FHD Monitor,1,149.99,11/24/21 20:14,"574 Cherry St, Seattle, WA 98101"
267545,iPhone,1,700.0,11/28/21 21:15,"171 Meadow St, San Francisco, CA 94016"
267546,Wired Headphones,1,11.99,11/26/21 17:17,"649 Lakeview St, San Francisco, CA 94016"
267547,Wired Headphones,1,11.99,11/27/21 16:56,"239 Madison St, Austin, TX 73301"
267548,Lightning Charging Cable,1,14.95,11/07/21 12:37,"782 Main St, San Francisco, CA 94016"
267549,Lightning Charging Cable,1,14.95,11/21/21 22:04,"212 Main St, Los Angeles, CA 90001"
267550,AAA Batteries (4-pack),1,2.99,11/12/21 12:30,"340 Church St, San Francisco, CA 94016"
267551,34in Ultrawide Monitor,1,379.99,11/10/21 23:17,"331 Meadow St, Dallas, TX 75001"
267552,ThinkPad Laptop,1,999.99,11/18/21 20:52,"626 Meadow St, New York City, NY 10001"
