Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
234987,USB-C Charging Cable,1,11.95,08/26/21 16:30,"365 Elm St, Seattle, WA 98101"
234988,Bose SoundSport Headphones,1,99.99,08/06/21 14:42,"779 Sunset St, New York City, NY 10001"
234989,iPhone,1,700.0,08/05/21 09:01,"986 Cherry St, Boston, MA 02215"
234990,USB-C Charging Cable,1,11.95,08/04/21 12:23,"298 Maple St, Los Angeles, CA 90001"
234991,Lightning Charging Cable,1,14.95,08/20/21 20:32,"63 Forest St, Los Angeles, CA 90001"
234992,AA Batteries (4-pack),1,3.84,08/17/21 12:17,"401 Main St, Dallas, TX 75001"
234993,iPhone,1,700.0,08/25/21 19:30,"751 Hill St, Boston, MA 02215"
234994,AAA Batteries (4-pack),1,2.99,08/21/21 13:15,"90 8th St, San Francisco, CA 94016"
234995,Wired Headphones,1,11.99,08/08/21 20:14,"367 North St, Portland, OR 97035"
234996,Bose SoundSport Headphones,1,99.99,08/07/21 15:36,"564 9th St, San Francisco, CA 94016"
234997,AA Batteries (4-pack),2,3.84,08/11/21 13:54,"300 Chestnut St, San Francisco, CA 94016"
234998,LG Dryer,1,600.0,08/09/21 16:55,"387 Johnson St, Dallas, TX 75001"
234999,Wired Headphones,1,11.99,08/02/21 02:12,"31 Walnut St, Los Angeles, CA 90001"
235000,AAA Batteries (4-pack),1,2.99,08/03/21 20:22,"956 6th St, Seattle, WA 98101"
235001,27in 4K Gaming Monitor,1,389.99,08/08/21 16:21,"610 Hill St, Dallas, TX 75001"
235002,AAA Batteries (4-pack),1,2.99,08/16/21 22:27,"305 Walnut St, San Francisco, CA 94016"
235003,AA Batteries (4-pack),1,3.84,08/24/21 10:14,"708 11th St, Atlanta, GA 30301"
235004,Wired Headphones,1,11.99,08/15/21 18:08,"230 Hickory St, New York City, NY 10001"
235005,Lightning Charging Cable,1,14.95,08/06/21 09:43,"634 Meadow St, Atlanta, GA 30301"
235006,ThinkPad Laptop,1,999.99,08/18/21 15:56,"457 14th St, Boston, MA 02215"
235007,Apple Airpods Headphones,1,150.0,08/20/21 12:44,"535 2nd St, Los Angeles, CA 90001"
235008,Wired Headphones,1,11.99,08/22/21 17:29,"452 14th St, Los Angeles, CA 90001"
235009,Google Phone,1,600.0,08/02/21 12:43,"719 Ridge St, Seattle, WA 98101"
235010,Flatscreen TV,1,300.0,08/27/21 13:19,"681 Main St, Los Angeles, CA 90001"
235011,Wired Headphones,1,11.99,08/26/21 17:51,"539 River St, Los Angeles, CA 90001"
235012,Lightning Charging Cable,1,14.95,08/03/21 21:31,"637 Dogwood St, Seattle, WA 98101"
235013,27in FHD Monitor,1,149.99,08/18/21 16:14,"941 Johnson St, Seattle, WA 98101"
235014,Google Phone,1,600.0,08/21/21 12:19,"992 Lakeview St, San Francisco, CA 94016"
235015,USB-C Charging Cable,1,11.95,08/30/21 18:55,"524 Jefferson St, Seattle, WA 98101"
235015,AA Batteries (4-pack),1,3.84,08/30/21 18:55,"524 Jefferson St, Seattle, WA 98101"
235016,USB-C Charging Cable,1,11.95,08/26/21 15:14,"941 Madison St, San Francisco, CA 94016"
235017,Bose SoundSport Headphones,1,99.99,08/20/21 11:33,"883 10th St, Los Angeles, CA 90001"
235018,Google Phone,1,600.0,08/06/21 13:52,"566 Spruce St, Boston, MA 02215"
235019,Lightning Charging Cable,1,14.95,08/14/21 07:05,"369 8th St, New York City, NY 10001"
235020,ThinkPad Laptop,1,999.99,08/26/21 09:21,"395 Center St, Austin, TX 73301"
235021,Bose SoundSport Headphones,1,99.99,08/20/21 03:26,"206 Washington St, Seattle, WA 98101"
235022,Google Phone,1,600.0,08/13/21 15:37,"235 Church St, Los Angeles, CA 90001"
235022,USB-C Charging Cable,1,11.95,08/13/21 15:37,"235 Church St, Los Angeles, CA 90001"
235023,Apple Airpods Headphones,1,150.0,08/28/21 17:47,"673 Spruce St, Atlanta, GA 30301"
235024,20in Monitor,1,109.99,08/24/21 00:18,"747 Chestnut St, San Francisco, CA 94016"
235025,ThinkPad Laptop,1,999.99,08/11/21 16:23,"82 Walnut St, Atlanta, GA 30301"
235026,AAA Batteries (4-pack),1,2.99,08/29/21 19:17,"114 Madison St, San Francisco, CA 94016"
235027,27in FHD Monitor,1,149.99,08/10/21 11:16,"190 14th St, Dallas, TX 75001"
235028,Macbook Pro Laptop,1,1700.0,08/03/21 19:49,"454 West St, San Francisco, CA 94016"
235028,ThinkPad Laptop,1,999.99,08/03/21 19:49,"454 West St, San Francisco, CA 94016"
235029,ThinkPad Laptop,1,999.99,08/05/21 18:12,"40 2nd St, Los Angeles, CA 90001"
235030,Bose SoundSport Headphones,1,99.99,08/09/21 12:45,"79 Maple St, San Francisco, CA 94016"
235031,Wired Headphones,1,11.99,08/24/21 08:40,"655 Meadow St, Seattle, WA 98101"
235032,USB-C Charging Cable,1,11.95,08/21/21 13:10,"806 Dogwood St, Seattle, WA 98101"
235033,AAA Batteries (4-pack),5,2.99,08/14/21 17:49,"61 Center St, Portland, OR 97035"
235034,AAA Batteries (4-pack),1,2.99,08/30/21 08:26,"114 2nd St, Austin, TX 73301"
235035,iPhone,1,700.0,08/04/21 20:26,"125 4th St, Portland, OR 97035"
235036,27in 4K Gaming Monitor,1,389.99,08/11/21 20:39,"370 7th St, Seattle, WA 98101"
