Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
246567,AA Batteries (4-pack),1,3.84,09/16/21 19:38,"558 Dogwood St, Austin, TX 73301"
246568,Apple Airpods Headphones,1,150.0,09/23/21 11:58,"790 13th St, Atlanta, GA 30301"
246569,27in FHD Monitor,1,149.99,09/14/21 15:20,"695 13th St, Seattle, WA 98101"
246570,AA Batteries (4-pack),1,3.84,09/03/21 13:28,"320 5th St, Austin, TX 73301"
246571,iPhone,1,700.0,09/21/21 22:08,"218 South St, Portland, OR 97035"
246572,Wired Headphones,1,11.99,09/27/21 12:02,"326 Hill St, Los Angeles, CA 90001"
246573,Lightning Charging Cable,1,14.95,09/06/21 22:10,"437 Adams St, Portland, ME 04101"
246574,20in Monitor,1,109.99,09/12/21 13:09,"71 4th St, Boston, MA 02215"
246575,20in Monitor,1,109.99,09/15/21 18:57,"612 Pine St, Portland, ME 04101"
246576,Lightning Charging Cable,1,14.95,09/29/21 15:48,"229 Hill St, New York City, NY 10001"
246577,USB-C Charging Cable,1,11.95,09/08/21 22:22,"907 10th St, Boston, MA 02215"
246578,34in Ultrawide Monitor,1,379.99,09/24/21 08:59,"3 Main St, Dallas, TX 75001"
246579,Vareebadd Phone,1,400.0,09/04/21 12:35,"735 Walnut St, Boston, MA 02215"
246580,Flatscreen TV,1,300.0,09/29/21 10:06,"688 Main St, San Francisco, CA 94016"
246581,iPhone,1,700.0,09/12/21 14:42,"162 9th St, Austin, TX 73301"
246582,Bose SoundSport Headphones,1,99.99,09/17/21 23:13,"976 Walnut St, San Francisco, CA 94016"
246583,AAA Batteries (4-pack),1,2.99,09/28/21 09:20,"339 Cherry St, New York City, NY 10001"
246584,ThinkPad Laptop,1,999.99,09/25/21 19:33,"466 Sunset St, New York City, NY 10001"
246585,AA Batteries (4-pack),1,3.84,09/29/21 23:28,"760 Hickory St, New York City, NY 10001"
246586,AA Batteries (4-pack),2,3.84,09/19/21 09:12,"479 Johnson St, Atlanta, GA 30301"
246587,Bose SoundSport Headphones,1,99.99,09/17/21 19:31,"300 2nd St, Boston, MA 02215"
246588,USB-C Charging Cable,1,11.95,09/11/21 10:00,"303 Highland St, San Francisco, CA 94016"
246589,Apple Airpods Headphones,1,150.0,09/16/21 23:33,"529 Cherry St, New York City, NY 10001"
246590,AAA Batteries (4-pack),3,2.99,09/15/21 16:33,"837 South St, Boston, MA 02215"
246591,AA Batteries (4-pack),1,3.84,09/30/21 22:35,"105 Meadow St, New York City, NY 10001"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
246592,Lightning Charging Cable,1,14.95,09/10/21 22:28,"722 4th St, Los Angeles, CA 90001"
246593,Apple Airpods Headphones,1,150,09/16/21 18:55,"402 Forest St, Austin, TX 73301"
246594,Apple Airpods Headphones,1,150,09/25/21 15:14,"945 Spruce St, San Francisco, CA 94016"
246595,AAA Batteries (4-pack),1,2.99,09/15/21 09:13,"438 Maple St, Los Angeles, CA 90001"
246596,ThinkPad Laptop,1,999.99,09/16/21 14:16,"721 Highland St, San Francisco, CA 94016"
246597,27in FHD Monitor,1,149.99,09/18/21 23:43,"688 Jefferson St, Los Angeles, CA 90001"
246598,Bose SoundSport Headphones,1,99.99,09/05/21 09:55,"841 11th St, San Francisco, CA 94016"
246599,AA Batteries (4-pack),2,3.84,09/10/21 14:14,"983 South St, Atlanta, GA 30301"
246600,Bose SoundSport Headphones,1,99.99,09/03/21 18:24,"891 West St, Dallas, TX 75001"
